ts,b,bz,n,v,f10,dst
1998-01-01 00:00:00+00:00,3.1,2.2,7.7,366.0,98.3,-9
1998-01-01 01:00:00+00:00,4.1,3.3,8.3,367.0,98.3,-8
1998-01-01 02:00:00+00:00,4.4,-0.9,8.2,359.0,98.3,-9
1998-01-01 03:00:00+00:00,4.7,-1.1,8.8,364.0,98.3,-9
1998-01-01 04:00:00+00:00,5.4,-1.2,8.5,362.0,98.3,-13
1998-01-01 05:00:00+00:00,4.7,0.0,9.2,364.0,98.3,-16
1998-01-01 06:00:00+00:00,2.6,-0.2,9.2,381.0,98.3,-20
1998-01-01 07:00:00+00:00,5.2,-2.0,9.0,363.0,98.3,-26
1998-01-01 08:00:00+00:00,4.4,-2.7,9.0,380.0,98.3,-30
1998-01-01 09:00:00+00:00,6.0,-4.0,7.4,368.0,98.3,-30
1998-01-01 10:00:00+00:00,4.7,4.0,8.4,369.0,98.3,-30
1998-01-01 11:00:00+00:00,5.2,3.7,9.3,362.0,98.3,-21
1998-01-01 12:00:00+00:00,5.3,1.0,9.2,345.0,98.3,-15
1998-01-01 13:00:00+00:00,5.7,1.3,8.8,339.0,98.3,-13
1998-01-01 14:00:00+00:00,5.6,-1.4,8.2,343.0,98.3,-12
1998-01-01 15:00:00+00:00,5.4,-0.9,7.2,371.0,98.3,-14
1998-01-01 16:00:00+00:00,4.6,-0.7,6.7,351.0,98.3,-17
1998-01-01 17:00:00+00:00,6.5,0.6,6.7,311.0,98.3,-18
1998-01-01 18:00:00+00:00,6.5,-0.2,6.7,313.0,98.3,-12
1998-01-01 19:00:00+00:00,6.8,-0.3,6.6,316.0,98.3,-10
1998-01-01 20:00:00+00:00,7.5,-0.3,6.3,314.0,98.3,-11
1998-01-01 21:00:00+00:00,7.2,-1.7,6.3,315.0,98.3,-14
1998-01-01 22:00:00+00:00,7.0,-0.6,6.1,314.0,98.3,-19
1998-01-01 23:00:00+00:00,6.7,2.2,6.9,319.0,98.3,-16
1998-01-02 00:00:00+00:00,6.2,1.1,7.3,319.0,97.6,-12
1998-01-02 01:00:00+00:00,6.0,-1.2,7.6,327.0,97.6,-9
1998-01-02 02:00:00+00:00,5.3,-0.6,7.5,334.0,97.6,-11
1998-01-02 03:00:00+00:00,4.6,0.2,8.2,336.0,97.6,-11
1998-01-02 04:00:00+00:00,5.1,-0.9,8.2,330.0,97.6,-9
1998-01-02 05:00:00+00:00,5.6,-3.6,7.8,328.0,97.6,-9
1998-01-02 06:00:00+00:00,4.5,-1.7,7.8,335.0,97.6,-15
1998-01-02 07:00:00+00:00,4.2,-0.9,7.3,341.0,97.6,-19
1998-01-02 08:00:00+00:00,5.3,0.3,6.6,341.0,97.6,-21
1998-01-02 09:00:00+00:00,5.3,1.2,7.0,337.0,97.6,-20
1998-01-02 10:00:00+00:00,5.3,1.0,6.7,344.0,97.6,-18
1998-01-02 11:00:00+00:00,5.5,2.3,6.8,346.0,97.6,-16
1998-01-02 12:00:00+00:00,4.0,0.1,6.7,344.0,97.6,-14
1998-01-02 13:00:00+00:00,6.5,-4.0,5.6,354.0,97.6,-13
1998-01-02 14:00:00+00:00,5.4,-3.4,6.4,347.0,97.6,-11
1998-01-02 15:00:00+00:00,5.0,-0.4,6.8,338.0,97.6,-14
1998-01-02 16:00:00+00:00,5.8,2.1,7.0,340.0,97.6,-16
1998-01-02 17:00:00+00:00,5.3,0.4,6.8,352.0,97.6,-11
1998-01-02 18:00:00+00:00,4.3,1.2,6.7,350.0,97.6,-6
1998-01-02 19:00:00+00:00,4.5,1.2,5.9,353.0,97.6,-3
1998-01-02 20:00:00+00:00,3.0,-1.0,5.9,363.0,97.6,-2
1998-01-02 21:00:00+00:00,4.2,-1.6,5.9,373.0,97.6,-5
1998-01-02 22:00:00+00:00,4.0,2.1,5.7,375.0,97.6,-12
1998-01-02 23:00:00+00:00,5.4,2.9,5.3,379.0,97.6,-11
1998-01-03 00:00:00+00:00,5.3,2.9,5.2,374.0,97.7,-8
1998-01-03 01:00:00+00:00,4.7,1.5,5.2,371.0,97.7,-5
1998-01-03 02:00:00+00:00,4.5,0.5,5.0,366.0,97.7,-4
1998-01-03 03:00:00+00:00,4.0,-0.8,4.7,370.0,97.7,-4
1998-01-03 04:00:00+00:00,4.2,0.7,4.8,365.0,97.7,-5
1998-01-03 05:00:00+00:00,3.6,-0.2,4.7,371.0,97.7,-7
1998-01-03 06:00:00+00:00,4.2,0.3,4.9,364.0,97.7,-9
1998-01-03 07:00:00+00:00,4.3,-3.6,4.8,364.0,97.7,-12
1998-01-03 08:00:00+00:00,4.3,-4.0,4.6,365.0,97.7,-15
1998-01-03 09:00:00+00:00,4.2,-3.5,4.7,367.0,97.7,-19
1998-01-03 10:00:00+00:00,3.9,-3.8,4.7,369.0,97.7,-19
1998-01-03 11:00:00+00:00,4.2,-2.7,5.1,355.0,97.7,-14
1998-01-03 12:00:00+00:00,4.5,-0.5,5.3,352.0,97.7,-10
1998-01-03 13:00:00+00:00,3.4,-1.6,5.1,357.0,97.7,-6
1998-01-03 14:00:00+00:00,4.8,-2.7,4.9,359.0,97.7,-3
1998-01-03 15:00:00+00:00,4.6,0.7,5.0,359.0,97.7,-6
1998-01-03 16:00:00+00:00,4.6,-0.3,5.1,348.0,97.7,-9
1998-01-03 17:00:00+00:00,4.5,0.9,5.5,343.0,97.7,-9
1998-01-03 18:00:00+00:00,4.9,0.2,5.1,338.0,97.7,-6
1998-01-03 19:00:00+00:00,4.3,0.6,6.2,340.0,97.7,-3
1998-01-03 20:00:00+00:00,4.3,-1.0,6.5,342.0,97.7,-5
1998-01-03 21:00:00+00:00,4.3,1.1,6.3,337.0,97.7,-9
1998-01-03 22:00:00+00:00,4.5,0.8,6.7,328.0,97.7,-11
1998-01-03 23:00:00+00:00,4.6,0.4,7.3,324.0,97.7,-11
1998-01-04 00:00:00+00:00,4.6,1.8,7.3,324.0,87.7,-7
1998-01-04 01:00:00+00:00,4.8,2.6,6.9,332.0,87.7,-5
1998-01-04 02:00:00+00:00,5.2,1.3,7.0,338.0,87.7,-3
1998-01-04 03:00:00+00:00,5.1,3.2,7.3,330.0,87.7,-3
1998-01-04 04:00:00+00:00,4.7,3.6,7.5,329.0,87.7,-1
1998-01-04 05:00:00+00:00,5.4,3.8,5.6,325.0,87.7,-1
1998-01-04 06:00:00+00:00,5.7,4.4,5.1,325.0,87.7,-1
1998-01-04 07:00:00+00:00,5.3,4.2,4.8,328.0,87.7,0
1998-01-04 08:00:00+00:00,4.1,2.9,5.1,328.0,87.7,1
1998-01-04 09:00:00+00:00,4.5,2.5,5.6,328.0,87.7,2
1998-01-04 10:00:00+00:00,4.9,0.9,6.6,344.0,87.7,3
1998-01-04 11:00:00+00:00,5.9,-0.3,6.8,349.0,87.7,4
1998-01-04 12:00:00+00:00,6.6,-4.2,6.7,345.0,87.7,2
1998-01-04 13:00:00+00:00,6.7,-4.5,6.8,347.0,87.7,-2
1998-01-04 14:00:00+00:00,5.8,0.5,7.5,348.0,87.7,-4
1998-01-04 15:00:00+00:00,6.2,0.6,7.1,341.0,87.7,-4
1998-01-04 16:00:00+00:00,6.6,0.1,6.9,335.0,87.7,-4
1998-01-04 17:00:00+00:00,5.9,-2.4,7.3,327.0,87.7,-6
1998-01-04 18:00:00+00:00,6.0,-3.8,7.0,331.0,87.7,-8
1998-01-04 19:00:00+00:00,4.8,-1.9,7.6,326.0,87.7,-12
1998-01-04 20:00:00+00:00,4.2,0.0,6.6,322.0,87.7,-14
1998-01-04 21:00:00+00:00,5.5,1.4,6.0,326.0,87.7,-15
1998-01-04 22:00:00+00:00,5.7,-1.2,5.8,325.0,87.7,-15
1998-01-04 23:00:00+00:00,4.4,1.1,5.9,309.0,87.7,-18
1998-01-05 00:00:00+00:00,4.3,0.9,6.4,304.0,86.3,-16
1998-01-05 01:00:00+00:00,4.4,1.2,6.6,297.0,86.3,-13
1998-01-05 02:00:00+00:00,4.0,2.0,6.5,298.0,86.3,-11
1998-01-05 03:00:00+00:00,3.9,1.6,6.6,299.0,86.3,-10
1998-01-05 04:00:00+00:00,3.9,2.0,6.5,297.0,86.3,-8
1998-01-05 05:00:00+00:00,3.8,1.4,6.7,297.0,86.3,-4
1998-01-05 06:00:00+00:00,4.2,0.7,6.9,294.0,86.3,-3
1998-01-05 07:00:00+00:00,4.5,-0.1,6.9,293.0,86.3,-5
1998-01-05 08:00:00+00:00,4.3,-0.5,7.0,295.0,86.3,-6
1998-01-05 09:00:00+00:00,4.4,-1.1,6.9,301.0,86.3,-6
1998-01-05 10:00:00+00:00,6.1,-2.3,10.0,308.0,86.3,-7
1998-01-05 11:00:00+00:00,5.9,-2.7,9.7,309.0,86.3,-6
1998-01-05 12:00:00+00:00,5.5,-4.1,9.1,311.0,86.3,-5
1998-01-05 13:00:00+00:00,5.6,3.7,9.6,316.0,86.3,-8
1998-01-05 14:00:00+00:00,5.3,-0.2,10.5,309.0,86.3,-2
1998-01-05 15:00:00+00:00,4.9,-3.5,10.2,305.0,86.3,-1
1998-01-05 16:00:00+00:00,3.7,-2.1,9.6,305.0,86.3,-4
1998-01-05 17:00:00+00:00,3.8,-3.3,8.4,302.0,86.3,-7
1998-01-05 18:00:00+00:00,4.1,-3.3,8.5,301.0,86.3,-8
1998-01-05 19:00:00+00:00,3.8,-1.2,8.6,298.0,86.3,-9
1998-01-05 20:00:00+00:00,4.2,-2.2,8.6,302.0,86.3,-8
1998-01-05 21:00:00+00:00,4.4,-0.7,8.5,292.0,86.3,-11
1998-01-05 22:00:00+00:00,4.8,1.7,9.1,299.0,86.3,-12
1998-01-05 23:00:00+00:00,5.2,3.4,8.9,301.0,86.3,-10
1998-01-06 00:00:00+00:00,5.3,-3.7,11.2,301.0,84.1,-6
1998-01-06 01:00:00+00:00,6.2,-4.1,11.1,304.0,84.1,-6
1998-01-06 02:00:00+00:00,6.5,-5.4,13.8,306.0,84.1,-8
1998-01-06 03:00:00+00:00,5.4,-4.2,20.5,311.0,84.1,-4
1998-01-06 04:00:00+00:00,6.1,-2.6,18.4,309.0,84.1,-4
1998-01-06 05:00:00+00:00,6.1,-1.8,13.6,308.0,84.1,-3
1998-01-06 06:00:00+00:00,4.8,-3.9,14.0,309.0,84.1,-3
1998-01-06 07:00:00+00:00,5.0,-0.5,13.8,310.0,84.1,-4
1998-01-06 08:00:00+00:00,4.2,3.0,13.3,308.0,84.1,-2
1998-01-06 09:00:00+00:00,3.7,-0.2,13.4,310.0,84.1,-1
1998-01-06 10:00:00+00:00,4.4,-1.6,12.4,302.0,84.1,-3
1998-01-06 11:00:00+00:00,5.6,0.2,9.9,300.0,84.1,-6
1998-01-06 12:00:00+00:00,5.6,0.1,9.7,300.0,84.1,-6
1998-01-06 13:00:00+00:00,5.8,0.4,9.3,303.0,84.1,-7
1998-01-06 14:00:00+00:00,6.0,-1.2,14.6,325.0,84.1,7
1998-01-06 15:00:00+00:00,6.4,-3.1,30.0,365.0,84.1,6
1998-01-06 16:00:00+00:00,11.9,-11.0,27.9,368.0,84.1,-12
1998-01-06 17:00:00+00:00,9.3,-4.0,29.0,363.0,84.1,-26
1998-01-06 18:00:00+00:00,10.1,2.5,25.6,358.0,84.1,-31
1998-01-06 19:00:00+00:00,9.6,-4.6,24.6,364.0,84.1,-21
1998-01-06 20:00:00+00:00,9.1,-7.2,22.0,372.0,84.1,-18
1998-01-06 21:00:00+00:00,6.0,2.6,29.7,365.0,84.1,-17
1998-01-06 22:00:00+00:00,12.8,-10.2,25.7,372.0,84.1,-18
1998-01-06 23:00:00+00:00,8.5,-7.3,22.6,369.0,84.1,-34
1998-01-07 00:00:00+00:00,12.5,-11.2,14.8,380.0,82.1,-41
1998-01-07 01:00:00+00:00,14.3,-12.5,15.5,390.0,82.1,-46
1998-01-07 02:00:00+00:00,14.7,-12.7,18.4,395.0,82.1,-55
1998-01-07 03:00:00+00:00,15.0,-10.3,14.2,415.0,82.1,-71
1998-01-07 04:00:00+00:00,16.5,-2.1,8.5,415.0,82.1,-77
1998-01-07 05:00:00+00:00,16.8,-2.8,8.9,405.0,82.1,-68
1998-01-07 06:00:00+00:00,17.2,-2.3,7.9,403.0,82.1,-68
1998-01-07 07:00:00+00:00,17.2,0.3,7.6,395.0,82.1,-68
1998-01-07 08:00:00+00:00,17.7,0.8,8.1,395.0,82.1,-63
1998-01-07 09:00:00+00:00,17.7,-2.0,11.0,398.0,82.1,-56
1998-01-07 10:00:00+00:00,18.0,-2.2,13.3,405.0,82.1,-53
1998-01-07 11:00:00+00:00,18.0,4.3,11.7,401.0,82.1,-51
1998-01-07 12:00:00+00:00,17.8,7.1,11.9,407.0,82.1,-42
1998-01-07 13:00:00+00:00,18.3,9.1,3.5,393.0,82.1,-45
1998-01-07 14:00:00+00:00,18.0,11.1,4.6,399.0,82.1,-40
1998-01-07 15:00:00+00:00,17.7,11.9,6.0,392.0,82.1,-38
1998-01-07 16:00:00+00:00,17.3,13.0,8.1,392.0,82.1,-32
1998-01-07 17:00:00+00:00,16.4,13.2,7.5,393.0,82.1,-30
1998-01-07 18:00:00+00:00,16.3,12.7,7.2,394.0,82.1,-28
1998-01-07 19:00:00+00:00,16.2,12.8,3.9,388.0,82.1,-26
1998-01-07 20:00:00+00:00,15.9,12.7,4.2,377.0,82.1,-22
1998-01-07 21:00:00+00:00,15.8,12.5,,,82.1,-21
1998-01-07 22:00:00+00:00,14.6,11.8,5.8,381.0,82.1,-22
1998-01-07 23:00:00+00:00,14.6,10.1,5.9,358.0,82.1,-23
1998-01-08 00:00:00+00:00,14.3,10.8,5.6,358.0,79.5,-23
1998-01-08 01:00:00+00:00,14.4,10.3,5.3,356.0,79.5,-21
1998-01-08 02:00:00+00:00,14.0,10.0,5.8,355.0,79.5,-19
1998-01-08 03:00:00+00:00,13.8,10.0,6.6,357.0,79.5,-17
1998-01-08 04:00:00+00:00,13.9,9.7,5.7,350.0,79.5,-16
1998-01-08 05:00:00+00:00,13.7,8.8,6.2,354.0,79.5,-13
1998-01-08 06:00:00+00:00,13.1,7.6,8.2,360.0,79.5,-11
1998-01-08 07:00:00+00:00,13.0,9.3,6.2,360.0,79.5,-11
1998-01-08 08:00:00+00:00,11.8,5.9,10.4,366.0,79.5,-6
1998-01-08 09:00:00+00:00,11.7,1.4,24.2,359.0,79.5,0
1998-01-08 10:00:00+00:00,8.8,-0.5,48.8,349.0,79.5,7
1998-01-08 11:00:00+00:00,9.2,-1.9,37.4,349.0,79.5,-1
1998-01-08 12:00:00+00:00,8.5,-3.1,30.6,349.0,79.5,-9
1998-01-08 13:00:00+00:00,7.0,-2.7,26.4,349.0,79.5,-15
1998-01-08 14:00:00+00:00,4.5,-2.7,31.8,344.0,79.5,-13
1998-01-08 15:00:00+00:00,4.4,-1.3,28.0,346.0,79.5,-18
1998-01-08 16:00:00+00:00,5.5,-3.7,17.9,347.0,79.5,-20
1998-01-08 17:00:00+00:00,5.3,-1.8,22.2,350.0,79.5,-18
1998-01-08 18:00:00+00:00,9.3,0.8,10.7,351.0,79.5,-22
1998-01-08 19:00:00+00:00,10.9,0.3,7.6,363.0,79.5,-20
1998-01-08 20:00:00+00:00,11.5,-0.3,8.1,367.0,79.5,-20
1998-01-08 21:00:00+00:00,11.5,-1.0,11.0,375.0,79.5,-13
1998-01-08 22:00:00+00:00,10.7,0.8,22.7,386.0,79.5,-6
1998-01-08 23:00:00+00:00,3.3,2.9,14.1,408.0,79.5,-5
1998-01-09 00:00:00+00:00,5.6,1.3,9.2,437.0,78.9,-4
1998-01-09 01:00:00+00:00,12.1,9.7,7.5,427.0,78.9,-6
1998-01-09 02:00:00+00:00,9.9,9.1,9.0,438.0,78.9,-7
1998-01-09 03:00:00+00:00,6.0,5.9,8.2,452.0,78.9,-8
1998-01-09 04:00:00+00:00,5.0,3.9,7.7,481.0,78.9,-7
1998-01-09 05:00:00+00:00,3.2,-2.2,7.1,487.0,78.9,-7
1998-01-09 06:00:00+00:00,3.4,-2.2,6.0,495.0,78.9,-14
1998-01-09 07:00:00+00:00,6.2,-1.4,5.4,498.0,78.9,-17
1998-01-09 08:00:00+00:00,5.4,-1.8,5.0,502.0,78.9,-22
1998-01-09 09:00:00+00:00,6.3,-2.9,5.5,483.0,78.9,-21
1998-01-09 10:00:00+00:00,6.9,-3.8,7.6,486.0,78.9,-19
1998-01-09 11:00:00+00:00,6.3,-3.9,8.3,483.0,78.9,-18
1998-01-09 12:00:00+00:00,6.4,-3.1,9.6,484.0,78.9,-18
1998-01-09 13:00:00+00:00,6.8,-3.0,9.2,477.0,78.9,-20
1998-01-09 14:00:00+00:00,6.5,-2.1,8.6,468.0,78.9,-18
1998-01-09 15:00:00+00:00,6.5,0.2,9.0,466.0,78.9,-12
1998-01-09 16:00:00+00:00,6.7,0.3,9.9,481.0,78.9,-9
1998-01-09 17:00:00+00:00,6.7,2.3,8.4,478.0,78.9,-9
1998-01-09 18:00:00+00:00,6.1,3.6,7.0,485.0,78.9,-7
1998-01-09 19:00:00+00:00,6.5,3.4,5.6,478.0,78.9,-4
1998-01-09 20:00:00+00:00,7.4,2.8,4.0,452.0,78.9,-9
1998-01-09 21:00:00+00:00,6.8,2.9,3.3,461.0,78.9,-13
1998-01-09 22:00:00+00:00,3.4,-1.1,4.1,469.0,78.9,-12
1998-01-09 23:00:00+00:00,6.4,4.4,3.9,465.0,78.9,-15
1998-01-10 00:00:00+00:00,4.9,1.4,4.3,456.0,78.0,-13
1998-01-10 01:00:00+00:00,4.7,-0.7,4.5,456.0,78.0,-10
1998-01-10 02:00:00+00:00,4.7,-0.7,4.8,454.0,78.0,-12
1998-01-10 03:00:00+00:00,5.2,1.8,4.5,445.0,78.0,-18
1998-01-10 04:00:00+00:00,5.5,-0.1,5.1,436.0,78.0,-17
1998-01-10 05:00:00+00:00,5.5,-0.8,4.9,434.0,78.0,-16
1998-01-10 06:00:00+00:00,6.0,-2.0,4.4,427.0,78.0,-14
1998-01-10 07:00:00+00:00,6.5,-3.4,3.5,430.0,78.0,-17
1998-01-10 08:00:00+00:00,5.8,-2.7,3.8,412.0,78.0,-23
1998-01-10 09:00:00+00:00,4.4,-2.0,4.1,399.0,78.0,-28
1998-01-10 10:00:00+00:00,3.2,0.2,5.4,410.0,78.0,-27
1998-01-10 11:00:00+00:00,4.7,-2.9,5.4,385.0,78.0,-24
1998-01-10 12:00:00+00:00,5.2,-5.2,5.6,387.0,78.0,-18
1998-01-10 13:00:00+00:00,4.8,1.3,8.3,375.0,78.0,-20
1998-01-10 14:00:00+00:00,3.4,-1.2,11.0,372.0,78.0,-17
1998-01-10 15:00:00+00:00,3.9,-3.8,11.6,372.0,78.0,-15
1998-01-10 16:00:00+00:00,4.2,-2.9,13.2,363.0,78.0,-17
1998-01-10 17:00:00+00:00,4.4,-0.2,13.7,358.0,78.0,-15
1998-01-10 18:00:00+00:00,2.2,1.5,12.4,362.0,78.0,-11
1998-01-10 19:00:00+00:00,4.2,0.5,12.5,342.0,78.0,-6
1998-01-10 20:00:00+00:00,3.5,-0.3,14.5,336.0,78.0,-4
1998-01-10 21:00:00+00:00,3.3,0.9,15.9,336.0,78.0,-2
1998-01-10 22:00:00+00:00,3.4,1.5,15.1,336.0,78.0,0
1998-01-10 23:00:00+00:00,3.3,0.5,15.7,334.0,78.0,1
1998-01-11 00:00:00+00:00,3.2,-1.5,15.1,332.0,82.0,4
1998-01-11 01:00:00+00:00,2.1,-1.4,16.2,331.0,82.0,5
1998-01-11 02:00:00+00:00,2.5,-2.1,15.6,326.0,82.0,4
1998-01-11 03:00:00+00:00,3.6,1.6,13.1,323.0,82.0,-1
1998-01-11 04:00:00+00:00,3.6,3.1,15.3,326.0,82.0,1
1998-01-11 05:00:00+00:00,2.1,0.3,13.2,331.0,82.0,-1
1998-01-11 06:00:00+00:00,4.9,-3.5,11.0,338.0,82.0,-5
1998-01-11 07:00:00+00:00,4.3,-2.9,12.1,344.0,82.0,-7
1998-01-11 08:00:00+00:00,4.6,-1.6,13.0,348.0,82.0,-7
1998-01-11 09:00:00+00:00,2.4,1.1,12.7,361.0,82.0,-5
1998-01-11 10:00:00+00:00,4.3,-0.5,13.7,357.0,82.0,-2
1998-01-11 11:00:00+00:00,5.3,0.3,13.9,355.0,82.0,0
1998-01-11 12:00:00+00:00,5.0,-2.7,11.7,358.0,82.0,4
1998-01-11 13:00:00+00:00,4.9,-3.7,13.1,354.0,82.0,-2
1998-01-11 14:00:00+00:00,5.0,-2.1,12.9,349.0,82.0,-6
1998-01-11 15:00:00+00:00,2.3,-0.4,13.7,344.0,82.0,-11
1998-01-11 16:00:00+00:00,4.1,-3.5,12.6,349.0,82.0,-14
1998-01-11 17:00:00+00:00,4.0,-3.3,12.0,351.0,82.0,-15
1998-01-11 18:00:00+00:00,2.9,0.0,11.7,346.0,82.0,-10
1998-01-11 19:00:00+00:00,2.7,-0.3,10.7,355.0,82.0,-7
1998-01-11 20:00:00+00:00,3.0,1.6,9.5,359.0,82.0,-5
1998-01-11 21:00:00+00:00,3.8,2.5,9.0,359.0,82.0,-3
1998-01-11 22:00:00+00:00,2.3,0.0,8.7,353.0,82.0,-3
1998-01-11 23:00:00+00:00,3.5,-2.9,8.1,350.0,82.0,-2
1998-01-12 00:00:00+00:00,4.7,0.7,8.3,351.0,92.7,-2
1998-01-12 01:00:00+00:00,5.6,-0.8,7.1,359.0,92.7,-2
1998-01-12 02:00:00+00:00,4.6,-0.6,7.4,359.0,92.7,-1
1998-01-12 03:00:00+00:00,3.4,-1.5,7.4,353.0,92.7,-2
1998-01-12 04:00:00+00:00,3.7,-3.1,7.9,359.0,92.7,-5
1998-01-12 05:00:00+00:00,3.9,-1.7,8.7,368.0,92.7,-6
1998-01-12 06:00:00+00:00,4.3,-1.6,9.5,371.0,92.7,-5
1998-01-12 07:00:00+00:00,5.3,-1.6,12.4,374.0,92.7,-4
1998-01-12 08:00:00+00:00,4.9,2.2,10.1,380.0,92.7,-6
1998-01-12 09:00:00+00:00,3.4,0.7,6.6,401.0,92.7,-8
1998-01-12 10:00:00+00:00,6.3,-3.5,7.9,408.0,92.7,-10
1998-01-12 11:00:00+00:00,5.1,1.5,8.6,399.0,92.7,-12
1998-01-12 12:00:00+00:00,4.8,3.4,8.1,386.0,92.7,-11
1998-01-12 13:00:00+00:00,5.0,2.6,7.9,380.0,92.7,-11
1998-01-12 14:00:00+00:00,4.9,2.2,8.5,384.0,92.7,-11
1998-01-12 15:00:00+00:00,6.2,2.9,6.7,388.0,92.7,-13
1998-01-12 16:00:00+00:00,4.4,-1.6,6.7,393.0,92.7,-10
1998-01-12 17:00:00+00:00,3.6,0.8,6.0,404.0,92.7,-8
1998-01-12 18:00:00+00:00,4.3,-1.1,5.6,412.0,92.7,-4
1998-01-12 19:00:00+00:00,4.5,1.2,4.9,418.0,92.7,-1
1998-01-12 20:00:00+00:00,4.8,1.3,4.2,417.0,92.7,-4
1998-01-12 21:00:00+00:00,5.1,0.8,4.2,415.0,92.7,-3
1998-01-12 22:00:00+00:00,5.0,0.1,4.1,409.0,92.7,-3
1998-01-12 23:00:00+00:00,5.1,-0.1,3.9,406.0,92.7,-4
1998-01-13 00:00:00+00:00,5.2,0.5,3.2,413.0,87.5,-3
1998-01-13 01:00:00+00:00,5.6,1.0,2.9,408.0,87.5,-1
1998-01-13 02:00:00+00:00,5.4,0.8,2.8,386.0,87.5,-1
1998-01-13 03:00:00+00:00,5.0,0.0,3.9,381.0,87.5,0
1998-01-13 04:00:00+00:00,4.7,0.0,3.8,389.0,87.5,0
1998-01-13 05:00:00+00:00,4.9,0.0,3.4,399.0,87.5,-1
1998-01-13 06:00:00+00:00,3.9,0.1,4.2,391.0,87.5,-4
1998-01-13 07:00:00+00:00,4.5,-0.8,4.6,383.0,87.5,-6
1998-01-13 08:00:00+00:00,4.5,-0.9,4.9,385.0,87.5,-7
1998-01-13 09:00:00+00:00,4.7,-1.8,5.1,396.0,87.5,-8
1998-01-13 10:00:00+00:00,4.2,-0.4,5.6,384.0,87.5,-14
1998-01-13 11:00:00+00:00,4.7,1.4,6.5,374.0,87.5,-14
1998-01-13 12:00:00+00:00,3.7,-0.6,6.9,387.0,87.5,-10
1998-01-13 13:00:00+00:00,5.1,-3.8,6.9,403.0,87.5,-9
1998-01-13 14:00:00+00:00,4.2,-1.2,7.5,406.0,87.5,-7
1998-01-13 15:00:00+00:00,4.4,-3.8,7.9,403.0,87.5,-7
1998-01-13 16:00:00+00:00,3.7,-1.7,8.2,396.0,87.5,-10
1998-01-13 17:00:00+00:00,2.9,-0.2,8.1,393.0,87.5,-8
1998-01-13 18:00:00+00:00,4.5,3.7,7.6,394.0,87.5,-4
1998-01-13 19:00:00+00:00,4.8,3.4,7.2,389.0,87.5,0
1998-01-13 20:00:00+00:00,5.3,3.5,5.9,392.0,87.5,0
1998-01-13 21:00:00+00:00,4.5,2.6,6.0,391.0,87.5,3
1998-01-13 22:00:00+00:00,3.5,1.8,5.8,392.0,87.5,3
1998-01-13 23:00:00+00:00,3.2,1.9,5.3,391.0,87.5,2
1998-01-14 00:00:00+00:00,3.7,-1.8,4.5,401.0,90.8,2
1998-01-14 01:00:00+00:00,3.5,-2.0,4.1,399.0,90.8,1
1998-01-14 02:00:00+00:00,2.4,-1.1,3.8,396.0,90.8,-2
1998-01-14 03:00:00+00:00,3.1,-0.4,3.7,385.0,90.8,-2
1998-01-14 04:00:00+00:00,2.9,-0.5,3.9,380.0,90.8,-2
1998-01-14 05:00:00+00:00,3.1,-0.7,4.2,380.0,90.8,-2
1998-01-14 06:00:00+00:00,3.3,-0.2,4.4,378.0,90.8,-2
1998-01-14 07:00:00+00:00,2.9,-1.4,4.1,379.0,90.8,-4
1998-01-14 08:00:00+00:00,3.0,-0.8,4.7,371.0,90.8,-10
1998-01-14 09:00:00+00:00,3.0,-2.8,4.7,372.0,90.8,-13
1998-01-14 10:00:00+00:00,2.9,-1.6,5.4,366.0,90.8,-14
1998-01-14 11:00:00+00:00,2.9,-1.0,6.6,366.0,90.8,-11
1998-01-14 12:00:00+00:00,2.9,-0.1,7.0,365.0,90.8,-7
1998-01-14 13:00:00+00:00,3.0,0.0,7.5,364.0,90.8,-6
1998-01-14 14:00:00+00:00,3.2,0.7,7.4,363.0,90.8,-5
1998-01-14 15:00:00+00:00,3.4,1.1,6.0,365.0,90.8,-5
1998-01-14 16:00:00+00:00,3.1,3.0,6.8,363.0,90.8,-4
1998-01-14 17:00:00+00:00,3.4,2.0,7.2,359.0,90.8,-2
1998-01-14 18:00:00+00:00,3.0,1.2,7.5,357.0,90.8,0
1998-01-14 19:00:00+00:00,3.7,-0.5,7.2,350.0,90.8,0
1998-01-14 20:00:00+00:00,3.7,-0.4,6.1,342.0,90.8,-4
1998-01-14 21:00:00+00:00,3.8,-1.3,5.5,338.0,90.8,-4
1998-01-14 22:00:00+00:00,3.5,-2.0,4.6,334.0,90.8,-4
1998-01-14 23:00:00+00:00,2.9,0.2,4.5,334.0,90.8,-7
1998-01-15 00:00:00+00:00,3.6,-0.7,4.3,341.0,94.6,-5
1998-01-15 01:00:00+00:00,4.1,1.2,3.7,339.0,94.6,-4
1998-01-15 02:00:00+00:00,4.0,0.8,3.2,340.0,94.6,-1
1998-01-15 03:00:00+00:00,3.5,1.0,3.1,337.0,94.6,1
1998-01-15 04:00:00+00:00,3.1,1.2,4.2,328.0,94.6,3
1998-01-15 05:00:00+00:00,3.3,0.5,3.8,328.0,94.6,4
1998-01-15 06:00:00+00:00,1.1,0.3,4.6,330.0,94.6,5
1998-01-15 07:00:00+00:00,2.6,-2.2,5.1,337.0,94.6,3
1998-01-15 08:00:00+00:00,3.1,-2.5,4.8,331.0,94.6,-1
1998-01-15 09:00:00+00:00,3.1,-1.6,4.4,329.0,94.6,-4
